"record_id"	"batch_id"	"path"	"sha256"	"bytes"	"inventory_snapshot_git_status"	"effective_snapshot_git_status"	"inventory_material_role"	"document_class"	"source_type"	"current_applicability"	"history_or_derivation"	"approval_named_authorizer"	"approval_date"	"approval_scope"	"approval_version_binding"	"document_approval_state"	"atomic_requirement_extraction_route"	"evidence_or_conflict_pointers"	"investigation_pointer"
"R03-44"	"R03"	"requirement-documents/03-use-cases/10-safety-and-interlock/uc-004-slot-door-safety-interlock.md"	"3b0bb4b8c6ae07cc894c0f966c3123954700c3b4f49b4ebff4b2c0567248e114"	"19378"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-I"	"unapproved-internal-design-exploration"	"`I`；5 TBD；查询/轮询拒绝、暂停/恢复/取消是安全关键内部方案，且文档明说无硬件联锁；必须单独安全送审，不能因“与 RIOT 确认”就批准。"	"[UC-004](../../../../requirement-documents/03-use-cases/10-safety-and-interlock/uc-004-slot-door-safety-interlock.md) `3b0bb4b8c6ae`；`48`; 从 UC-001 开门时移动异常拆分成全局软件安全联锁；BR-002"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"split-business-design-interface-and-safety-claims-before-evidence-review-and-explicit-approval"	"`I`；5 TBD；查询/轮询拒绝、暂停/恢复/取消是安全关键内部方案，且文档明说无硬件联锁；必须单独安全送审，不能因“与 RIOT 确认”就批准。; detailed record: R03-use-cases.md line 90"	"R03-use-cases.md:90"
"R03-45"	"R03"	"requirement-documents/03-use-cases/11-agv-parking/uc-040-maintain-agv-parking-point-configuration.md"	"c9ca1052d743953eb2378ea213378af49b4e6d34abc13aecfcaa428a498608df"	"7170"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；停靠点配置可送审；3 TBD，保存前是否禁用车辆等未定。"	"[UC-040](../../../../requirement-documents/03-use-cases/11-agv-parking/uc-040-maintain-agv-parking-point-configuration.md) `c9ca1052d743`；`48`; 从 [vision-and-scope.md](../../../../requirement-documents/00-vision/vision-and-scope.md) “返回驻点”填补配置缺口；BR-009"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；停靠点配置可送审；3 TBD，保存前是否禁用车辆等未定。; detailed record: R03-use-cases.md line 91"	"R03-use-cases.md:91"
"R03-46"	"R03"	"requirement-documents/03-use-cases/11-agv-parking/uc-041-return-idle-agv-to-parking-point.md"	"98a1037dc6f0563be82c19ae4628b7b773d1d5aa44f95cf988ad6fd7daae3cf5"	"10362"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-C"	"unapproved-use-case-candidate-for-human-review"	"`C`；“空闲返驻点”目标可送审；7 TBD，与 UC-008/012 的竞争、锁和重试是内部设计。"	"[UC-041](../../../../requirement-documents/03-use-cases/11-agv-parking/uc-041-return-idle-agv-to-parking-point.md) `98a1037dc6f0`；`48`; 从同一愿景条目填补自动执行缺口；BR-009"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-flow-level-decomposition-evidence-review-and-explicit-approval"	"`C`；“空闲返驻点”目标可送审；7 TBD，与 UC-008/012 的竞争、锁和重试是内部设计。; detailed record: R03-use-cases.md line 92"	"R03-use-cases.md:92"
"R03-47"	"R03"	"requirement-documents/03-use-cases/可能有哪些user case.md"	"e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"	"0"	"untracked"	"tracked-clean"	"candidate-requirement"	"R03-T"	"empty-placeholder-or-todo"	"`T`；只能证明曾创建一个用例头脑风暴/待办路径；**无任何可恢复的场景、来源、范围或批准内容**，不能生成需求。"	"[可能有哪些 user case.md](../../../../requirement-documents/03-use-cases/%E5%8F%AF%E8%83%BD%E6%9C%89%E5%93%AA%E4%BA%9Buser%20case.md) `e3b0c44298fc`；`96`; 0 字节空文件；勘误后为 `tracked-clean`；固定 HEAD blob 为 Git 空 blob `e69de29…`"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"`T`；只能证明曾创建一个用例头脑风暴/待办路径；**无任何可恢复的场景、来源、范围或批准内容**，不能生成需求。; detailed record: R03-use-cases.md line 98"	"R03-use-cases.md:98"
"R03-48"	"R03"	"requirement-documents/03-use-cases/uc-template-guide.md"	"c28f3e41cf01187ca1b7ead33dddf1d21794467922359ef41dc9a2fec2ab1082"	"6287"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"R03-G"	"writing-guide"	"`G`；只是内部写作/结构参考；指南中说可用 Notes 记录“用户澄清”，但 Notes 不会自动成为批准证据，也不表达系统需求。"	"[uc-template-guide.md](../../../../requirement-documents/03-use-cases/uc-template-guide.md) `c28f3e41cf01`；`96`; `type: template-guide,status: reference`；规定 frontmatter、正常/备选/异常流程及 Notes 的写法"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"`G`；只是内部写作/结构参考；指南中说可用 Notes 记录“用户澄清”，但 Notes 不会自动成为批准证据，也不表达系统需求。; detailed record: R03-use-cases.md line 99"	"R03-use-cases.md:99"
"R04-01"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-001-sublot-task-validity-and-dispatch-range-check.md"	"a63fc423be3877da04b4c116938f4a92813d5f0fe28070c67237dc8dc0e09379"	"4547"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；站点作业内部派生候选；按 AC-1∼4 拆任务存在/范围/服务失败。"	"[FR-001](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-001-sublot-task-validity-and-dispatch-range-check.md) `a63fc423be38`；`ec`; Origin: UC-001 + BR-001"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；站点作业内部派生候选；按 AC-1∼4 拆任务存在/范围/服务失败。; detailed record: R04-functional-requirements.md matrix row 01"	"R04-functional-requirements.md:25"
"R04-02"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-002-slot-unlock-occupancy-confirm-and-state-persist.md"	"e67684f850cc13ef40e71d2cd12d82c8abe5b1fd051c2f86dbdfd385c5a62d7c"	"11435"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；高相关但安全/补偿混合；按 AC-1∼16 逐条拆开锁、光幕、占用、补偿决策与恢复。"	"[FR-002](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-002-slot-unlock-occupancy-confirm-and-state-persist.md) `e67684f850cc`；`ec→49`; UC-001/004/014 + BR-013；后期大幅改写硬件恢复语义"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；高相关但安全/补偿混合；按 AC-1∼16 逐条拆开锁、光幕、占用、补偿决策与恢复。; detailed record: R04-functional-requirements.md matrix row 02"	"R04-functional-requirements.md:26"
"R04-03"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-003-confirm-completion-eligibility-check.md"	"6a7072536249b2967993cfb855c344e1b9eddf9fe98730d187b3846aa1dfc332"	"2458"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；当前是 StopClosure 内部派生版；AC-1∼3。"	"[FR-003](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-003-confirm-completion-eligibility-check.md) `6a7072536249`；`ec→49`; 无 Origin 节；Related 指 UC-002/046，Notes 指 ADR-0054/0055 替代旧语义"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；当前是 StopClosure 内部派生版；AC-1∼3。; detailed record: R04-functional-requirements.md matrix row 03"	"R04-functional-requirements.md:27"
"R04-04"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-004-batch-task-completion-session-closure-and-non-reversibility.md"	"4f34327fada46b9fb6a8768294bca8256080bc604df7297f1aeea79b2b118815"	"2617"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；内部 StopClosureCommit 设计；AC-1∼4 拆原子提交/会话/投影/移动失败。"	"[FR-004](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-004-batch-task-completion-session-closure-and-non-reversibility.md) `4f34327fada4`；`ec→49`; 无 Origin；UC-002/046 + FR-003/013/031，Notes 明示 LoadBatch 替代旧“批量确认”"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；内部 StopClosureCommit 设计；AC-1∼4 拆原子提交/会话/投影/移动失败。; detailed record: R04-functional-requirements.md matrix row 04"	"R04-functional-requirements.md:28"
"R04-05"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-005-mis-stored-retrieval-eligibility-check.md"	"ba4726149cbd809f1bae3101db5b07a283d1817a953c711158dd9ff36be2b74c"	"3064"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；内部纠错授权候选；AC-1∼2。"	"[FR-005](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-005-mis-stored-retrieval-eligibility-check.md) `ba4726149cbd`；`ec→49`; 无 Origin；Related 指 UC-005/FR-006，为 LoadCorrection 重写"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；内部纠错授权候选；AC-1∼2。; detailed record: R04-functional-requirements.md matrix row 05"	"R04-functional-requirements.md:29"
"R04-06"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-006-multi-slot-unlock-retrieval-and-occupancy-rollback.md"	"5114f3db3d3a745596fa6362a7790f21fbf5b4588517806002cec1f5eacef0a5"	"3992"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；AC-1∼6 分联锁、单仓、重放、Pending、出口、自动重开。"	"[FR-006](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-006-multi-slot-unlock-retrieval-and-occupancy-rollback.md) `5114f3db3d3a`；`ec→49`; 无 Origin；UC-005/004/006 + FR-005/007/031，为原仓位纠错/待重放设计"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；AC-1∼6 分联锁、单仓、重放、Pending、出口、自动重开。; detailed record: R04-functional-requirements.md matrix row 06"	"R04-functional-requirements.md:30"
"R04-07"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-007-task-cancellation-eligibility-check-and-state-rollback.md"	"a68a4c65a9e8cb31bb881b61ccb7b5b6165be1726a5910b00243aca2988fe7fc"	"5702"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；AC-1∼10 含任务终态、硬件闭环、多 SUBLOT 隔离与补偿权限，必须继续拆分。"	"[FR-007](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-007-task-cancellation-eligibility-check-and-state-rollback.md) `a68a4c65a9e8`；`ec→49`; 无 Origin；UC-006 + FR-006，为离站前清空/取消重写"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；AC-1∼10 含任务终态、硬件闭环、多 SUBLOT 隔离与补偿权限，必须继续拆分。; detailed record: R04-functional-requirements.md matrix row 07"	"R04-functional-requirements.md:31"
"R04-08"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-008-destination-station-auto-identify-and-batch-unlock.md"	"b6cd2f5524eb6a3544dbd07b079ab887b3b5386f0373ffc01eaa3534b1092d26"	"5745"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；卸货内部派生候选；AC-1∼6。"	"[FR-008](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-008-destination-station-auto-identify-and-batch-unlock.md) `b6cd2f5524eb`；`ec→49`; Origin: UC-010/004 + BR-013/014"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；卸货内部派生候选；AC-1∼6。; detailed record: R04-functional-requirements.md matrix row 08"	"R04-functional-requirements.md:32"
"R04-09"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-009-post-close-light-curtain-confirm-occupancy-rollback-and-residue-escalation.md"	"a84dc7ee55a0157159b6bd7caeaee2e45fdc39a82437e137858d5e35c94680c6"	"3978"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；卸货残留/回滚候选；AC-1∼2。"	"[FR-009](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-009-post-close-light-curtain-confirm-occupancy-rollback-and-residue-escalation.md) `a84dc7ee55a0`；`ec→49`; Origin: UC-010 + BR-013；Related 另指 UC-044"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；卸货残留/回滚候选；AC-1∼2。; detailed record: R04-functional-requirements.md matrix row 09"	"R04-functional-requirements.md:33"
"R04-10"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-010-arrival-status-update-and-operation-panel-navigation.md"	"701bbbcb942f24351544ca00c88f1ea4220d5c9d50b70117e41dd586c9e95fdd"	"5547"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；到站投影/HMI 内部派生；AC-1∼7。"	"[FR-010](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-010-arrival-status-update-and-operation-panel-navigation.md) `701bbbcb942f`；`ec→49`; Origin: UC-003 + BR-001"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；到站投影/HMI 内部派生；AC-1∼7。; detailed record: R04-functional-requirements.md matrix row 10"	"R04-functional-requirements.md:34"
"R04-11"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-011-identity-and-role-verification-via-mes.md"	"93dbc4bd552816bffb6791376eeac5707c50cd514a0343238c8b39da809d98fd"	"2310"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；项目级身份策略须特别追回具名业务/IT 批准；AC-1∼4。"	"[FR-011](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-011-identity-and-role-verification-via-mes.md) `93dbc4bd5528`；`ec→49`; 无 Origin；Related 只指 UC-043，正文新增 8005 装货开/卸货关策略"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；项目级身份策略须特别追回具名业务/IT 批准；AC-1∼4。; detailed record: R04-functional-requirements.md matrix row 11"	"R04-functional-requirements.md:35"
"R04-12"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-012-session-establishment-reuse-and-lock-stage-transition.md"	"56a57678899c18a1f51d4469950f21eced0a6c7881f9bff99bb14d43118770fe"	"2881"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；会话/绑定内部设计；AC-1∼5。"	"[FR-012](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-012-session-establishment-reuse-and-lock-stage-transition.md) `56a57678899c`；`ec→49`; 无 Origin；UC-043/001/005/010/044，混合生产操作员与 R-09 独立审批身份"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；会话/绑定内部设计；AC-1∼5。; detailed record: R04-functional-requirements.md matrix row 12"	"R04-functional-requirements.md:36"
"R04-13"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-013-session-termination-rules.md"	"e8fa72726ab29f2182884aa2777f9f2570984a49d2a71352e8a269a2a549ac1e"	"2197"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；会话结束/恢复内部设计；AC-1∼4。"	"[FR-013](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-013-session-termination-rules.md) `e8fa72726ab2`；`ec→49`; 无 Origin；UC-043/002/006/046 + FR-004/011/012/031"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；会话结束/恢复内部设计；AC-1∼4。; detailed record: R04-functional-requirements.md matrix row 13"	"R04-functional-requirements.md:37"
"R04-14"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-014-slot-reopen-residue-clearance-confirm-and-state-restoration.md"	"4fe50e146f6c328f331809f30da2b7a1a9d2bf163870180e02607b1a525325be"	"4820"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；残留仓位恢复候选；AC-1∼4。"	"[FR-014](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-014-slot-reopen-residue-clearance-confirm-and-state-restoration.md) `4fe50e146f6c`；`ec→49`; Origin: UC-044 + UC-004；Related 另指 UC-010/002"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；残留仓位恢复候选；AC-1∼4。; detailed record: R04-functional-requirements.md matrix row 14"	"R04-functional-requirements.md:38"
"R04-15"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-031-station-departure-wait-timeout-and-auto-closure.md"	"69484156ab84242115a54b2f7e46d0913578e3beaed7708f8227d3a5c6a80d42"	"5816"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；内部超时自动结束候选；AC-1∼12，默认 5 分钟及 HMI 阈值优先追原始决定。"	"[FR-031](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-031-station-departure-wait-timeout-and-auto-closure.md) `69484156ab84`；`49`; Origin 自述 2026-07-30∼31 “需求确认会话” + UC-046 + ADR-0055；会话未导出/具名"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；内部超时自动结束候选；AC-1∼12，默认 5 分钟及 HMI 阈值优先追原始决定。; detailed record: R04-functional-requirements.md matrix row 15"	"R04-functional-requirements.md:39"
"R04-16"	"R04"	"requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-015-slot-monitoring-dashboard-display-and-refresh.md"	"fd47600ad362f0a0a38bb35708d82fac440cbe40bfc9c5cdff7068c971a0e31c"	"4195"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；硬件看板内部派生；AC-1∼2。"	"[FR-015](../../../../requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-015-slot-monitoring-dashboard-display-and-refresh.md) `fd47600ad362`；`ec`; Origin: UC-011"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；硬件看板内部派生；AC-1∼2。; detailed record: R04-functional-requirements.md matrix row 16"	"R04-functional-requirements.md:40"
"R04-17"	"R04"	"requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-016-slot-enable-disable-batch-eligibility-and-state-update.md"	"bd9df8d49efd21941ec36aade3976ca4a0e1ff58eb64cf2626a3796b8ca35920"	"2140"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；内部状态模型；AC-1∼4，将立即/待生效/硬件故障/批量结果拆开。"	"[FR-016](../../../../requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-016-slot-enable-disable-batch-eligibility-and-state-update.md) `bd9df8d49efd`；`ec→49`; 无 Origin；Related 只指 UC-014，后期改写为管理状态 + 车载可操作性"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；内部状态模型；AC-1∼4，将立即/待生效/硬件故障/批量结果拆开。; detailed record: R04-functional-requirements.md matrix row 17"	"R04-functional-requirements.md:41"
"R04-18"	"R04"	"requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-017-slot-door-unlock-open-test-and-result-recording.md"	"a6ffae552466f49ae92583be9fe9518470feeebdff50f6289c549c140c85e5d6"	"3808"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；硬件测试能力候选；AC-1∼3。"	"[FR-017](../../../../requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-017-slot-door-unlock-open-test-and-result-recording.md) `a6ffae552466`；`ec→49`; Origin: UC-015"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；硬件测试能力候选；AC-1∼3。; detailed record: R04-functional-requirements.md matrix row 18"	"R04-functional-requirements.md:42"
"R04-19"	"R04"	"requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-018-slot-light-curtain-function-test.md"	"999d4ea4a140976fd89c60c053fae7886419ee061f1dcb043d67ae735033a550"	"4672"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；光幕测试能力候选；AC-1∼4。"	"[FR-018](../../../../requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-018-slot-light-curtain-function-test.md) `999d4ea4a140`；`ec`; Origin: UC-016"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；光幕测试能力候选；AC-1∼4。; detailed record: R04-functional-requirements.md matrix row 19"	"R04-functional-requirements.md:43"
"R04-20"	"R04"	"requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-019-slot-door-state-detection-test.md"	"1d38c8eb256111e8166e953b5ab77de1b8ef3b28f4ff0e6f8cc1fbc80698abe4"	"2733"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；锁反馈/闩合测试候选；AC-1∼4；不用测试通过反推需求正确。"	"[FR-019](../../../../requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-019-slot-door-state-detection-test.md) `1d38c8eb2561`；`ec→49`; Origin: UC-017"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；锁反馈/闩合测试候选；AC-1∼4；不用测试通过反推需求正确。; detailed record: R04-functional-requirements.md matrix row 20"	"R04-functional-requirements.md:44"
"R04-21"	"R04"	"requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-020-bidirectional-io-point-mapping-verification.md"	"54c87508a16002a3a19923056dce04d5850dcff024560c4ecf7fdb01e79bdeef"	"4784"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；IO 点位核对能力候选；AC-1∼3。"	"[FR-020](../../../../requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-020-bidirectional-io-point-mapping-verification.md) `54c87508a160`；`ec`; Origin: UC-018"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；IO 点位核对能力候选；AC-1∼3。; detailed record: R04-functional-requirements.md matrix row 21"	"R04-functional-requirements.md:45"
"R04-22"	"R04"	"requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-021-slot-to-io-point-mapping-create-modify-validation.md"	"5f2b14ff9d542a3bbf6b46154405490a795ca237c39a651eef4fa36b9eb8b3e9"	"4402"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；映射维护能力候选；AC-1∼3。"	"[FR-021](../../../../requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-021-slot-to-io-point-mapping-create-modify-validation.md) `5f2b14ff9d54`；`ec→49`; Origin: UC-039；下游依赖 FR-020"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；映射维护能力候选；AC-1∼3。; detailed record: R04-functional-requirements.md matrix row 22"	"R04-functional-requirements.md:46"
"R04-23"	"R04"	"requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-022-slot-model-draft-field-and-layout-validation.md"	"b9f233de0603765501c2d55359914174816b7b933f53e6fbfe85ec3304d5d3e2"	"6318"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；车队模型草稿校验候选；AC-1∼5。"	"[FR-022](../../../../requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-022-slot-model-draft-field-and-layout-validation.md) `b9f233de0603`；`ec`; Origin: UC-038 + BR-008"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；车队模型草稿校验候选；AC-1∼5。; detailed record: R04-functional-requirements.md matrix row 23"	"R04-functional-requirements.md:47"
