batch_id	issue_number	issue_file	title	required_role	primary_source	candidate_count	first_req	last_req	candidate_ids	approval_payload_sha256	initial_ticket_sha256	status
V1-APP-053	141	issues/141-approve-req-0197-req-0199.md	最终批准 REQ-0197–REQ-0199：决定复合运输、分区与多 SUBLOT 组合边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/65-decide-composite-transport-zoning-and-multi-sublot-boundary.md	3	REQ-0197	REQ-0199	REQ-0197,REQ-0198,REQ-0199	a37badf9cf83865412d9f8d833a208372a1ac930925bdc980e9446c3a9b4374b	05292d020cd506d9be0d2bd1d8320334035743856f9a89e579c9de3c83c73e35	awaiting-user-final-item-approval
V1-APP-054	142	issues/142-approve-req-0200-req-0203.md	最终批准 REQ-0200–REQ-0203：决定派车评分、路网成本与无车响应升级规则	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/66-decide-dispatch-ranking-route-cost-and-no-response-escalation.md	4	REQ-0200	REQ-0203	REQ-0200,REQ-0201,REQ-0202,REQ-0203	6e5425cfbec39a879cedc731353a43339364341a3e22be9508dc2f0b598a41b4	7a305d0eb5dcb0cb1fdaea1e217c5768b164bf782e909bc91528b9cd936e8580	awaiting-user-final-item-approval
V1-APP-055	143	issues/143-approve-req-0204-req-0207.md	最终批准 REQ-0204–REQ-0207：决定派车评分、路网成本与无车响应升级规则	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/66-decide-dispatch-ranking-route-cost-and-no-response-escalation.md	4	REQ-0204	REQ-0207	REQ-0204,REQ-0205,REQ-0206,REQ-0207	851bd4e0a1d215a43ca21c674912ad8fbe2d6d97ff1998b28919832c37904a46	488856b4aebf3d23064855c6b582befd8e2497db5d731d8640d089d607f65532	awaiting-user-final-item-approval
V1-APP-056	144	issues/144-approve-req-0208-req-0210.md	最终批准 REQ-0208–REQ-0210：决定派车评分、路网成本与无车响应升级规则	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/66-decide-dispatch-ranking-route-cost-and-no-response-escalation.md	3	REQ-0208	REQ-0210	REQ-0208,REQ-0209,REQ-0210	c1fabbe5fe5540110ef05552502dafe4522e247015abf8294f750d541ed914b7	77e3c0e86b07b71a6965cfb9879d5a7e9bc49114f38dfd54f4be063604a6a8bd	awaiting-user-final-item-approval
V1-APP-057	145	issues/145-approve-req-0211-req-0214.md	最终批准 REQ-0211–REQ-0214：决定同站多任务取消与人工选任务开门边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/67-decide-same-station-cancellation-and-operator-task-opening.md	4	REQ-0211	REQ-0214	REQ-0211,REQ-0212,REQ-0213,REQ-0214	8b83487d402bea0823c3be6c60b67c2a56494ca9fe970d7c1cccf03df6bc2017	4878bd2172ad77d5495d8a850fd546df69b3ba0447216a813d5f043bff8c3e22	awaiting-user-final-item-approval
V1-APP-058	146	issues/146-approve-req-0215-req-0218.md	最终批准 REQ-0215–REQ-0218：决定同站多任务取消与人工选任务开门边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/67-decide-same-station-cancellation-and-operator-task-opening.md	4	REQ-0215	REQ-0218	REQ-0215,REQ-0216,REQ-0217,REQ-0218	bcbdbf2e43c49252299a20f839d06541c1ba142814267b9c6b37ba237962896a	f62c0f8ab2a2a09d5fcbbd7a330bf7709efdc482d378545a3ff312f4435dc6c7	awaiting-user-final-item-approval
V1-APP-059	147	issues/147-approve-req-0219-req-0220.md	最终批准 REQ-0219–REQ-0220：决定同站多任务取消与人工选任务开门边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/67-decide-same-station-cancellation-and-operator-task-opening.md	2	REQ-0219	REQ-0220	REQ-0219,REQ-0220	f10238efe0aac7e3dce9bd64de814c15496e523460e8bcb12421aeaed640ab27	76cddd9ac25ffda9eade197db6537a05d18d8a0b3dfbfe18c6650b12595e6f5b	awaiting-user-final-item-approval
V1-APP-060	148	issues/148-approve-req-0221-req-0224.md	最终批准 REQ-0221–REQ-0224：决定到站拒收、取消与完工后纠错边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/68-decide-destination-rejection-cancellation-and-post-completion-correction.md	4	REQ-0221	REQ-0224	REQ-0221,REQ-0222,REQ-0223,REQ-0224	0f515b4a5c1edfc6ad369156d16348bae573e96073d5d35a2e21c15e6d2a2999	42b42d5ce3cf1c9b1c6fed50e42f1de7616cbd1ff1ee5def39dac61f57bfd33a	awaiting-user-final-item-approval
V1-APP-061	149	issues/149-approve-req-0225-req-0228.md	最终批准 REQ-0225–REQ-0228：决定到站拒收、取消与完工后纠错边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/68-decide-destination-rejection-cancellation-and-post-completion-correction.md	4	REQ-0225	REQ-0228	REQ-0225,REQ-0226,REQ-0227,REQ-0228	d7f8cfef98fc36c351fb3426ca7e0baaf4dbed8a2a425943b499903f8a622aac	d7d6cf5fabc7712977cc6e2f5f8e374f74deeed323035da027705f2616ad9884	awaiting-user-final-item-approval
V1-APP-062	150	issues/150-approve-req-0229-req-0231.md	最终批准 REQ-0229–REQ-0231：决定到站拒收、取消与完工后纠错边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/68-decide-destination-rejection-cancellation-and-post-completion-correction.md	3	REQ-0229	REQ-0231	REQ-0229,REQ-0230,REQ-0231	67952d3e38d778c6f08fa48dc629687c251ad4f963502a184ff52e13e71798bf	db2b1d90ac6f12d884899e1ecffc7df47d387d2d9c3362a698627e8a553a0a39	awaiting-user-final-item-approval
V1-APP-063	151	issues/151-approve-req-0232-req-0235.md	最终批准 REQ-0232–REQ-0235：决定故障车辆隔离、货物处置与人工越权边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/69-decide-faulted-agv-isolation-cargo-handling-and-manual-override.md	4	REQ-0232	REQ-0235	REQ-0232,REQ-0233,REQ-0234,REQ-0235	602f661a024452178960d8751f7f51e5b91ad503434a57561f959739f9615dd5	3a71dec9ae07882696a379251aa071fc52133809a06f5b4180bd1e54e73fc199	awaiting-user-final-item-approval
V1-APP-064	152	issues/152-approve-req-0236-req-0239.md	最终批准 REQ-0236–REQ-0239：决定故障车辆隔离、货物处置与人工越权边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/69-decide-faulted-agv-isolation-cargo-handling-and-manual-override.md	4	REQ-0236	REQ-0239	REQ-0236,REQ-0237,REQ-0238,REQ-0239	1216f885fea36d02f4f1c866ed34d14cbe1f001f16c191c12014a566621c9787	1c6ed5952d56be941b3f6fac4b1c51ddda795cd4ccfe1a454af40664cbc77e11	awaiting-user-final-item-approval
V1-APP-065	153	issues/153-approve-req-0240-req-0242.md	最终批准 REQ-0240–REQ-0242：决定故障车辆隔离、货物处置与人工越权边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/69-decide-faulted-agv-isolation-cargo-handling-and-manual-override.md	3	REQ-0240	REQ-0242	REQ-0240,REQ-0241,REQ-0242	a66010dbd25763921ab33d4d7b7586ae2f64b46596cd0be7e5213cc804b3ba35	3d40eddd27e2a4e4b15e670421b71a1863418778811885bf8d9665eb9c696055	awaiting-user-final-item-approval
V1-APP-066	154	issues/154-approve-req-0243-req-0246.md	最终批准 REQ-0243–REQ-0246：决定安全联锁失败升级与紧急停止边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/70-decide-safety-interlock-failure-escalation-and-emergency-stop.md	4	REQ-0243	REQ-0246	REQ-0243,REQ-0244,REQ-0245,REQ-0246	7a0d1296d1c66fc6172f563f9ca15210583a2684d8d68cbe9e02e49c77c31ec6	89f526a0cc44d32b81b2cc3b64ae79ea699c5abf4435012ed1a1da8bba8e20d8	awaiting-user-final-item-approval
V1-APP-067	155	issues/155-approve-req-0247-req-0249.md	最终批准 REQ-0247–REQ-0249：决定安全联锁失败升级与紧急停止边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/70-decide-safety-interlock-failure-escalation-and-emergency-stop.md	3	REQ-0247	REQ-0249	REQ-0247,REQ-0248,REQ-0249	1cbcc9b99ca275a311dcea844a426a874f3a6ed8dae3dce9975f886919fa8013	5c0709c9db48d9735d7be16edaec99ddf2ff0daabfedbeb7f39aa408147b88bd	awaiting-user-final-item-approval
V1-APP-068	156	issues/156-approve-req-0250-req-0253.md	最终批准 REQ-0250–REQ-0253：决定人员登录、维护操作与高风险权限边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/71-decide-human-login-maintenance-and-high-risk-permission-boundary.md	4	REQ-0250	REQ-0253	REQ-0250,REQ-0251,REQ-0252,REQ-0253	d337129ca98c4ada89a7b839263af6ffd1dfbea5df815c642956e7735c0a9f7a	04b1dbebc6d49df50bc9de5608b1c40dedc5ee98c2754ab789578d96b52419fc	awaiting-user-final-item-approval
V1-APP-069	157	issues/157-approve-req-0254-req-0256.md	最终批准 REQ-0254–REQ-0256：决定人员登录、维护操作与高风险权限边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/71-decide-human-login-maintenance-and-high-risk-permission-boundary.md	3	REQ-0254	REQ-0256	REQ-0254,REQ-0255,REQ-0256	7fb56f4692f04d72db840dc7b41b7f9370ff59ecadf84776f1a9f154f916a4dd	a813c9bb4a8af9429b05a42d0d7ee73e511fff09cd6aa0c892d6e7f605b7235d	awaiting-user-final-item-approval
V1-APP-070	158	issues/158-approve-req-0257-req-0260.md	最终批准 REQ-0257–REQ-0260：决定仓位模型与 IO 映射配置、验证和启用门禁	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/72-decide-slot-io-mapping-activation-and-maintenance-policy.md	4	REQ-0257	REQ-0260	REQ-0257,REQ-0258,REQ-0259,REQ-0260	7b4818f9b629a96c73eb30c3619c6fdb36fc13920f5f341257ed0c03c58d97b5	cc1f42cc2237ced4eb77baa1e28648479d3d85182303c89187a9712f4e284010	awaiting-user-final-item-approval
V1-APP-071	159	issues/159-approve-req-0261-req-0264.md	最终批准 REQ-0261–REQ-0264：决定仓位模型与 IO 映射配置、验证和启用门禁	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/72-decide-slot-io-mapping-activation-and-maintenance-policy.md	4	REQ-0261	REQ-0264	REQ-0261,REQ-0262,REQ-0263,REQ-0264	7439b089818b63f6181b1bc9a97e408bb15ca8edf6e44ea559ef1800758a4608	3af26122e1fa567439d37af64dba26e2153a77a4214d971bab38c745bba828d5	awaiting-user-final-item-approval
V1-APP-072	160	issues/160-approve-req-0265-req-0267.md	最终批准 REQ-0265–REQ-0267：决定仓位模型与 IO 映射配置、验证和启用门禁	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/72-decide-slot-io-mapping-activation-and-maintenance-policy.md	3	REQ-0265	REQ-0267	REQ-0265,REQ-0266,REQ-0267	e4d24b898bb1ac23e2285a8ebcad26c7458ca585877ba685af6d5956b841a14b	9c9bb60edc697d562052879e1ae150f96a7b17878c65a8e6d6a7b52c5febdcf3	awaiting-user-final-item-approval
V1-APP-073	161	issues/161-approve-req-0268-req-0271.md	最终批准 REQ-0268–REQ-0271：决定监控新鲜度、告警升级、重试与日志留存规则	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/73-decide-monitoring-freshness-alert-retry-and-log-retention.md	4	REQ-0268	REQ-0271	REQ-0268,REQ-0269,REQ-0270,REQ-0271	b8556b1a60034e91d02a7fb999ca2ab784d9bdb93356aa9ce666cd9c67336787	e09da65c8aa701886c36d88eaa1f28bd401ebe99b7aa4247282148721a90beda	awaiting-user-final-item-approval
V1-APP-074	162	issues/162-approve-req-0272-req-0272.md	最终批准 REQ-0272–REQ-0272：决定监控新鲜度、告警升级、重试与日志留存规则	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/73-decide-monitoring-freshness-alert-retry-and-log-retention.md	1	REQ-0272	REQ-0272	REQ-0272	4f9678f09f57203671034f9ac4b0cfa941bb91447e52375e7f3eb4eeffd551f8	93188d1b4d4f6ef83404435148ba2ba2da6c42e708e5d9f46cf98a8350c80013	awaiting-user-final-item-approval
V1-APP-075	163	issues/163-approve-req-0273-req-0276.md	最终批准 REQ-0273–REQ-0276：决定账户恢复与密码增强策略	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/74-decide-account-recovery-and-password-hardening-policy.md	4	REQ-0273	REQ-0276	REQ-0273,REQ-0274,REQ-0275,REQ-0276	89e656424cdbcbbe787933a4ad29c7570783f6c3110bbfe7d24935f161a41fa5	befa9c99ae37a0a046243ac1e31ad51f01ccf6b818b366bb97e8aad9bea23164	awaiting-user-final-item-approval
V1-APP-076	164	issues/164-approve-req-0277-req-0280.md	最终批准 REQ-0277–REQ-0280：决定账户恢复与密码增强策略	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/74-decide-account-recovery-and-password-hardening-policy.md	4	REQ-0277	REQ-0280	REQ-0277,REQ-0278,REQ-0279,REQ-0280	521d0c8a056c7bca40fbcb93852fbea8378463cd4f3b3c38cc9230ae99990a18	d12d6d60ab6366903047e2f36c20e3f3343d1ed480177cd5083295cd43257be0	awaiting-user-final-item-approval
V1-APP-077	165	issues/165-approve-req-0281-req-0284.md	最终批准 REQ-0281–REQ-0284：决定充电阈值、配置变更与异常生命周期	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/75-decide-charging-threshold-configuration-and-abnormal-lifecycle.md	4	REQ-0281	REQ-0284	REQ-0281,REQ-0282,REQ-0283,REQ-0284	4e93e2533fd9153c09fdb7b0b8131eef309b5283e7949b7ad429b18dbf9c29c6	e5273f6ea3b846365653b264ba079f94cadeb68b3f5b9f956be4db66f6f78265	awaiting-user-final-item-approval
V1-APP-078	166	issues/166-approve-req-0285-req-0288.md	最终批准 REQ-0285–REQ-0288：决定充电阈值、配置变更与异常生命周期	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/75-decide-charging-threshold-configuration-and-abnormal-lifecycle.md	4	REQ-0285	REQ-0288	REQ-0285,REQ-0286,REQ-0287,REQ-0288	506b95a3fa5f1d2f0aa2e4047b43ba7dbb6694dbf1ff164747addaa9c67bd604	202cf8c75fcd6ab3b8f25fa8fa7873d4b813b712a3001bbc2637492168e4ad92	awaiting-user-final-item-approval
V1-APP-079	167	issues/167-approve-req-0289-req-0292.md	最终批准 REQ-0289–REQ-0292：决定空闲返回、停靠点资格与调度竞争边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/76-decide-idle-return-parking-point-eligibility-and-arbitration.md	4	REQ-0289	REQ-0292	REQ-0289,REQ-0290,REQ-0291,REQ-0292	e4f3d133645cb65185265056b8f6108400ebed24e9fcdda9f7c4c146ac199fca	ad26c90e1944f295b43416cd45e35c1a320f277fe536b04b2459b8a5395d0f3a	awaiting-user-final-item-approval
V1-APP-080	168	issues/168-approve-req-0293-req-0296.md	最终批准 REQ-0293–REQ-0296：决定空闲返回、停靠点资格与调度竞争边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/76-decide-idle-return-parking-point-eligibility-and-arbitration.md	4	REQ-0293	REQ-0296	REQ-0293,REQ-0294,REQ-0295,REQ-0296	0548ff695070487d1fdd9cf9d538b3e9d92bc2f7b4c1ff12469489641d6efe27	7baec251cd49c9dcf7372a903922826581f134c541180cfd2c6ade2576650f38	awaiting-user-final-item-approval
V1-APP-081	169	issues/169-approve-req-0297-req-0297.md	最终批准 REQ-0297–REQ-0297：决定空闲返回、停靠点资格与调度竞争边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/76-decide-idle-return-parking-point-eligibility-and-arbitration.md	1	REQ-0297	REQ-0297	REQ-0297	87a6354857886927fff743d2d9090b344b53aa318d70db11861b38fa80be8263	7ae2efb263b3551f81e7bb16972d6969ec13fecdc702b09a6081bf6f4db9a67f	awaiting-user-final-item-approval
V1-APP-082	170	issues/170-approve-req-0298-req-0301.md	最终批准 REQ-0298–REQ-0301：决定地图拓扑同步与历史快照产品边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/77-decide-map-topology-sync-and-snapshot-product-boundary.md	4	REQ-0298	REQ-0301	REQ-0298,REQ-0299,REQ-0300,REQ-0301	69c523cec37c441ca0325b64226827d2935fd477282e18cbe05aacd5917872d7	17144d2964c1fadb37c46897cbdb2aeb172b47222d5b825bf3c9932e54c30dce	awaiting-user-final-item-approval
V1-APP-083	171	issues/171-approve-req-0302-req-0305.md	最终批准 REQ-0302–REQ-0305：决定地图拓扑同步与历史快照产品边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/77-decide-map-topology-sync-and-snapshot-product-boundary.md	4	REQ-0302	REQ-0305	REQ-0302,REQ-0303,REQ-0304,REQ-0305	acb0effb5bc88d9812aea9c98fc4b1a42acd6021dc4f3ee2cc96406ab4db606f	5b775b32a8b5db154c2b59121e77fa190fe159a5f721735c58985b90284f07de	awaiting-user-final-item-approval
V1-APP-084	172	issues/172-approve-req-0306-req-0309.md	最终批准 REQ-0306–REQ-0309：决定地图拓扑同步与历史快照产品边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/77-decide-map-topology-sync-and-snapshot-product-boundary.md	4	REQ-0306	REQ-0309	REQ-0306,REQ-0307,REQ-0308,REQ-0309	935ce29e076f740ef68d888796b3db8b6652152341dd9552a8f825352039ecf3	f6ab3cc33b9deea5a6e8e2c54603f81f7fcdc527485a0ff39a93f4888895e60b	awaiting-user-final-item-approval
V1-APP-085	173	issues/173-approve-req-0310-req-0313.md	最终批准 REQ-0310–REQ-0313：决定归档 AGV 的恢复与身份连续性	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/78-decide-archived-agv-restoration-and-identity-continuity.md	4	REQ-0310	REQ-0313	REQ-0310,REQ-0311,REQ-0312,REQ-0313	bbc6ab0db7181819bd22b641ed3ca1c02f6d6d3aa8f7889c83219e92ae0c1dd5	b0c9fa75122008e7bca8a8eb728c26bf0ce5b8425460adc80da3698b61333669	awaiting-user-final-item-approval
V1-APP-086	174	issues/174-approve-req-0314-req-0317.md	最终批准 REQ-0314–REQ-0317：决定归档 AGV 的恢复与身份连续性	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/78-decide-archived-agv-restoration-and-identity-continuity.md	4	REQ-0314	REQ-0317	REQ-0314,REQ-0315,REQ-0316,REQ-0317	a9d831e008d0b6583e4d9bbe19934b07847485877209b23701b130ea3cf05cab	7118c96ed13c769f2031f62f000cba34bd14220635b13781a19ebb057f86c1e9	awaiting-user-final-item-approval
V1-APP-087	175	issues/175-approve-req-0318-req-0320.md	最终批准 REQ-0318–REQ-0320：决定归档 AGV 的恢复与身份连续性	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/78-decide-archived-agv-restoration-and-identity-continuity.md	3	REQ-0318	REQ-0320	REQ-0318,REQ-0319,REQ-0320	3ac3fd43716355b5edf9824b2b54fccf687aa81736b72f6538a6305a9b98f145	70e524f7eef48af49a153865bb4ffcd9e26383bad6625b77773fb7ed1ab12e4e	awaiting-user-final-item-approval
V1-APP-088	176	issues/176-approve-req-0321-req-0324.md	最终批准 REQ-0321–REQ-0324：决定 AREA 显式覆盖的维护与生效治理	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/79-decide-area-override-maintenance-and-effectivity-governance.md	4	REQ-0321	REQ-0324	REQ-0321,REQ-0322,REQ-0323,REQ-0324	4a3b9574b15bf5d34c56190415dacd1c7a758fc7eee0d8e8f7f305fad6a1a8e3	e3b241f5b8f4db1176e61c660af3d7378674241bac6dc0494f47e8c33670fa44	awaiting-user-final-item-approval
V1-APP-089	177	issues/177-approve-req-0325-req-0326.md	最终批准 REQ-0325–REQ-0326：决定 AREA 显式覆盖的维护与生效治理	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/79-decide-area-override-maintenance-and-effectivity-governance.md	2	REQ-0325	REQ-0326	REQ-0325,REQ-0326	5f6e22b3288dd446e0b4109bdba36893828ffa8d75d74035b0b83fa5e7de7ade	4038626d6d459b625dc09ff232a60d998b814dca86bf1e3f74b78465f24d4d88	awaiting-user-final-item-approval
V1-APP-090	178	issues/178-approve-req-0327-req-0330.md	最终批准 REQ-0327–REQ-0330：决定 RIoT 建单未确认时任务绑定、重试与释放边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/80-decide-riot-order-creation-uncertainty-binding-retry-release.md	4	REQ-0327	REQ-0330	REQ-0327,REQ-0328,REQ-0329,REQ-0330	3dde53038df76772b12a1a673e88e1374894fb27a30c9b5e3f5aa9c629e7c0ff	57cc07a6be55961f54ec7aae7b845780fcfebdb32d1df3e11fb51e2f5b5dc9a5	awaiting-user-final-item-approval
V1-APP-091	179	issues/179-approve-req-0331-req-0333.md	最终批准 REQ-0331–REQ-0333：决定 RIoT 建单未确认时任务绑定、重试与释放边界	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/80-decide-riot-order-creation-uncertainty-binding-retry-release.md	3	REQ-0331	REQ-0333	REQ-0331,REQ-0332,REQ-0333	4dd30c49c45a026aa83b27089405125b1389a013a52cee59f5e9693655edb965	d64948b8a2b41d7fb34e341446830ca3a8b0df443f029450d79b62b964a35e72	awaiting-user-final-item-approval
V1-APP-092	180	issues/180-approve-req-0334-req-0337.md	最终批准 REQ-0334–REQ-0337：决定公共业务点绑定的维护与生效治理	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/83-decide-public-station-binding-maintenance-and-effectivity-governance.md	4	REQ-0334	REQ-0337	REQ-0334,REQ-0335,REQ-0336,REQ-0337	ed0b2656c7da73ec50a1931291aa821e71d3d420e340fd36f65fa0689f72568e	b52d60936fcddb313a970ccc02d84e1526bf8b2b025fd5f24b019115fd470a93	awaiting-user-final-item-approval
V1-APP-093	181	issues/181-approve-req-0338-req-0341.md	最终批准 REQ-0338–REQ-0341：决定公共业务点绑定的维护与生效治理	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/83-decide-public-station-binding-maintenance-and-effectivity-governance.md	4	REQ-0338	REQ-0341	REQ-0338,REQ-0339,REQ-0340,REQ-0341	d9a77e430860aa572c3d932f72c0d6df4386b267768ff304a8633ceb90ad609e	b7d2b246cc29733314bfde4b3374e1edb695de00357bb366e2fc35630223242d	awaiting-user-final-item-approval
V1-APP-094	182	issues/182-approve-req-0342-req-0345.md	最终批准 REQ-0342–REQ-0345：决定公共业务点绑定的维护与生效治理	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/83-decide-public-station-binding-maintenance-and-effectivity-governance.md	4	REQ-0342	REQ-0345	REQ-0342,REQ-0343,REQ-0344,REQ-0345	98292014a93e96d66af354cf1652b62be0a0eac44a98ebe7b3545ec3d1a4bed2	3872498f760f0590ce06a00fda3f5de53716e170c01d47f5a340ac00eac90cc8	awaiting-user-final-item-approval
V1-APP-095	183	issues/183-approve-req-0346-req-0348.md	最终批准 REQ-0346–REQ-0348：决定公共业务点绑定的维护与生效治理	该既有产品／领域决定的责任人与最终批准人	.scratch/current-requirements-baseline/issues/83-decide-public-station-binding-maintenance-and-effectivity-governance.md	3	REQ-0346	REQ-0348	REQ-0346,REQ-0347,REQ-0348	60c23ed7b32ebff493041565bdc86c3fc13ca32997fe0f1cdc8327e79f73c2c3	c2f4caf3915925dfa75267f3631096175c37c9eef5f383ba7a577a2c4f1b76f6	awaiting-user-final-item-approval
